"","species","temperature_ct","consumption_ct"
"1","R.canadum",4.16326530612245,0.665726397178513
"2","R.canadum",2.16326530612245,0.998947368421053
"3","R.canadum",0.163265306122447,0.88642702116115
"4","R.canadum",-3.83673469387755,0.746901790558871
"5","R.canadum",-7.83673469387755,0.353884291915355
"6","R.canadum",4.16326530612245,0.651793125878001
"7","R.canadum",2.16326530612245,0.892973821577588
"8","R.canadum",0.163265306122447,0.768519702042894
"9","R.canadum",-3.83673469387755,0.656266966776307
"10","R.canadum",-7.83673469387755,0.313001356033556
"11","R.canadum",4.16326530612245,0.502189773838314
"12","R.canadum",2.16326530612245,0.721876213529092
"13","R.canadum",0.163265306122447,0.662228483024042
"14","R.canadum",-3.83673469387755,0.53971012044633
"15","R.canadum",-7.83673469387755,0.240509407751642
"16","R.canadum",4.16326530612245,0.408834547329969
"17","R.canadum",2.16326530612245,0.563436907808514
"18","R.canadum",0.163265306122447,0.508189520957856
"19","R.canadum",-3.83673469387755,0.426271846994459
"20","R.canadum",-7.83673469387755,0.211554709543081
"21","O.mykiss",-1.81632653061224,0.26897715196704
"22","O.mykiss",-1.81632653061224,0.420589908513496
"23","O.mykiss",-1.81632653061224,0.512795832028338
"24","O.mykiss",-1.81632653061224,0.534442909629178
"25","O.mykiss",-1.81632653061224,0.527921462829826
"26","O.mykiss",-1.81632653061224,0.555688550048618
"27","O.mykiss",-1.81632653061224,0.38090075663807
"28","O.mykiss",-1.81632653061224,0.476646879789723
"29","O.mykiss",-1.81632653061224,0.661961261464976
"30","O.mykiss",-1.81632653061224,0.604509153408355
"31","O.mykiss",-1.81632653061224,0.662352793522519
"32","O.mykiss",-1.81632653061224,0.648288388983206
"33","O.mykiss",-6.81632653061224,0.288933230792392
"34","O.mykiss",-6.81632653061224,0.3931402973331
"35","O.mykiss",-6.81632653061224,0.269062571132033
"36","O.mykiss",-6.81632653061224,0.42479692043036
"37","O.mykiss",-6.81632653061224,0.302789851108327
"38","O.mykiss",-6.81632653061224,0.438645103945592
"39","O.mykiss",-11.8163265306122,0.180250276558585
"40","O.mykiss",-11.8163265306122,0.229787307718823
"41","O.mykiss",-11.8163265306122,0.18543899892361
"42","O.mykiss",-11.8163265306122,0.225845793565914
"43","O.mykiss",-11.8163265306122,0.184760630443263
"44","O.mykiss",-11.8163265306122,0.242115063278713
"45","O.mykiss",3.28367346938776,0.998947368421053
"46","O.mykiss",3.28367346938776,0.680956944823185
"47","O.mykiss",3.28367346938776,0.584250875722823
"48","O.mykiss",3.28367346938776,0.82459505882813
"49","O.mykiss",3.28367346938776,0.82861885296947
"50","O.mykiss",3.28367346938776,0.53928188663927
"51","O.mykiss",5.18367346938776,0.503186804353833
"52","O.mykiss",5.18367346938776,0.757218706355457
"53","O.mykiss",5.18367346938776,0.413003756703103
"54","O.mykiss",5.18367346938776,0.705978141733488
"55","O.mykiss",5.18367346938776,0.895585463958409
"56","O.mykiss",7.48367346938776,0.14122185171466
"57","O.mykiss",7.48367346938776,0.145280701767868
"58","O.mykiss",7.48367346938776,0.131776241095952
"59","O.mykiss",7.48367346938776,0.122339919709622
"60","O.mykiss",7.48367346938776,0.276812096540584
"61","O.mykiss",-11.8163265306122,0.165250628645326
"62","O.mykiss",-11.8163265306122,0.201063591731529
"63","O.mykiss",-11.8163265306122,0.214171723737414
"64","O.mykiss",-11.8163265306122,0.184326742438587
"65","O.mykiss",-6.61632653061224,0.446807492046497
"66","O.mykiss",-6.61632653061224,0.427852567126306
"67","O.mykiss",-6.81632653061224,0.453804448560644
"68","O.mykiss",-6.71632653061224,0.466928945637157
"69","O.mykiss",3.18367346938776,0.676838438304763
"70","O.mykiss",3.18367346938776,0.756097603557541
"71","O.mykiss",3.18367346938776,0.497862417899637
"72","O.mykiss",3.18367346938776,0.788150724517629
"73","O.mykiss",-1.81632653061224,0.55269715519731
"74","O.mykiss",-1.81632653061224,0.619275611065702
"75","O.mykiss",-1.81632653061224,0.507701483416321
"76","O.mykiss",-1.81632653061224,0.682279028553563
"77","P.annularis",-4.59183673469388,0.583758597562893
"78","P.annularis",-4.59183673469388,0.315662894027137
"79","P.annularis",-4.59183673469388,0.368014065599998
"80","P.annularis",-4.59183673469388,0.219285449648079
"81","P.annularis",-4.59183673469388,0.392452435266332
"82","P.annularis",-4.59183673469388,0.404645870562869
"83","P.annularis",-4.59183673469388,0.574591995984308
"84","P.annularis",-1.59183673469388,0.517120898129143
"85","P.annularis",-1.59183673469388,0.383393719325228
"86","P.annularis",-1.59183673469388,0.61724623982593
"87","P.annularis",-1.59183673469388,0.0967768405994691
"88","P.annularis",-1.59183673469388,0.469762691810285
"89","P.annularis",-1.59183673469388,0.740427681173463
"90","P.annularis",-1.59183673469388,0.773396077026218
"91","P.annularis",1.40816326530612,0.862796514178884
"92","P.annularis",1.40816326530612,0.775458112213668
"93","P.annularis",1.40816326530612,0.962733659047099
"94","P.annularis",1.40816326530612,0.807299700382391
"95","P.annularis",1.40816326530612,0.7794138452337
"96","P.annularis",1.40816326530612,0.923054211895275
"97","P.annularis",1.40816326530612,0.998947368421053
"98","P.annularis",4.40816326530612,0.188582920861939
"99","P.annularis",4.40816326530612,0.281937927712489
"100","P.annularis",4.40816326530612,0.174155884443725
"101","P.annularis",4.40816326530612,0.341596643902297
"102","P.annularis",4.40816326530612,0.47175539744284
"103","P.annularis",4.40816326530612,0.490655858818877
"104","G.affinis",-29.2857142857143,0.229282040122402
"105","G.affinis",-29.2857142857143,0.170076321232544
"106","G.affinis",-29.2857142857143,0.212340372419776
"107","G.affinis",-29.2857142857143,0.168004896122749
"108","G.affinis",-29.2857142857143,0.176822640084851
"109","G.affinis",-29.2857142857143,0.112556564511164
"110","G.affinis",-29.2857142857143,0.138521128194975
"111","G.affinis",-29.2857142857143,0.139318442475473
"112","G.affinis",-29.2857142857143,0.0816252923422888
"113","G.affinis",-29.2857142857143,0.133446900643993
"114","G.affinis",-19.2857142857143,0.305550918982954
"115","G.affinis",-19.2857142857143,0.279436195031984
"116","G.affinis",-19.2857142857143,0.154049886328755
"117","G.affinis",-19.2857142857143,0.180539844658966
"118","G.affinis",-19.2857142857143,0.160522305331744
"119","G.affinis",-19.2857142857143,0.191194191108502
"120","G.affinis",-19.2857142857143,0.225854925414855
"121","G.affinis",-19.2857142857143,0.225068273376553
"122","G.affinis",-19.2857142857143,0.155781476193632
"123","G.affinis",-9.28571428571428,0.730789455380152
"124","G.affinis",-9.28571428571428,0.664273379881229
"125","G.affinis",-9.28571428571428,0.580803496181949
"126","G.affinis",-9.28571428571428,0.702950330912546
"127","G.affinis",-9.28571428571428,0.587315221668703
"128","G.affinis",-9.28571428571428,0.425214599750162
"129","G.affinis",-9.28571428571428,0.404808882330295
"130","G.affinis",-9.28571428571428,0.430353212478076
"131","G.affinis",-9.28571428571428,0.373624397450445
"132","G.affinis",-9.28571428571428,0.357479585595825
"133","G.affinis",-2.28571428571428,0.998947368421053
"134","G.affinis",-2.28571428571428,0.840550985226447
"135","G.affinis",-2.28571428571428,0.896821880191647
"136","G.affinis",-2.28571428571428,0.595306295248772
"137","G.affinis",-2.28571428571428,0.553932763412121
"138","G.affinis",-2.28571428571428,0.596519035706036
"139","G.affinis",-2.28571428571428,0.440640137300519
"140","G.affinis",-2.28571428571428,0.471775624305571
"141","G.affinis",5.71428571428572,0.875016271668628
"142","G.affinis",5.71428571428572,0.534608667208992
"143","G.affinis",5.71428571428572,0.461780548897182
"144","G.affinis",5.71428571428572,0.455556424070561
"145","G.affinis",5.71428571428572,0.303866573163792
"146","G.affinis",5.71428571428572,0.32584139007703
"147","G.affinis",5.71428571428572,0.315009806867302
"148","G.affinis",5.71428571428572,0.319577460441794
"149","C.argus",-17.8571428571429,0.146552902523404
"150","C.argus",-17.8571428571429,0.00813833464308981
"151","C.argus",-17.8571428571429,0.117474247434651
"152","C.argus",-17.8571428571429,0.128202327557681
"153","C.argus",-17.8571428571429,0.00376181145320765
"154","C.argus",-17.8571428571429,0.110304997382178
"155","C.argus",-17.8571428571429,0.0726708722855314
"156","C.argus",-17.8571428571429,0.0325322507118662
"157","C.argus",-17.8571428571429,0.0634542142263637
"158","C.argus",-17.8571428571429,0.0924936062202523
"159","C.argus",-12.8571428571429,0.18223634048585
"160","C.argus",-12.8571428571429,0.167340341179768
"161","C.argus",-12.8571428571429,0.0895191722759242
"162","C.argus",-12.8571428571429,0.24695533302542
"163","C.argus",-12.8571428571429,0.0667000368296242
"164","C.argus",-12.8571428571429,0.106753616650984
"165","C.argus",-12.8571428571429,0.146195459844143
"166","C.argus",-12.8571428571429,0.166961543611467
"167","C.argus",-12.8571428571429,0.0734816189040041
"168","C.argus",-12.8571428571429,0.200099460250937
"169","C.argus",-7.85714285714286,0.550825735522639
"170","C.argus",-7.85714285714286,0.534200094723751
"171","C.argus",-7.85714285714286,0.599711396364897
"172","C.argus",-7.85714285714286,0.393525102103655
"173","C.argus",-7.85714285714286,0.729853112990678
"174","C.argus",-7.85714285714286,0.484665709768928
"175","C.argus",-7.85714285714286,0.30602463070528
"176","C.argus",-7.85714285714286,0.745161704303629
"177","C.argus",-7.85714285714286,0.53055105670941
"178","C.argus",-7.85714285714286,0.519825350168137
"179","C.argus",-2.85714285714286,0.791185929195553
"180","C.argus",-2.85714285714286,0.818757445868586
"181","C.argus",-2.85714285714286,0.596751299067881
"182","C.argus",-2.85714285714286,0.870737327736094
"183","C.argus",-2.85714285714286,0.998947368421053
"184","C.argus",-2.85714285714286,0.603695401040236
"185","C.argus",-2.85714285714286,0.775368552984377
"186","C.argus",-2.85714285714286,0.567785564527647
"187","C.argus",-2.85714285714286,0.980775758327598
"188","C.argus",-2.85714285714286,0.752827179379288
"189","C.argus",2.14285714285714,0.716658801444235
"190","C.argus",2.14285714285714,0.686865311528722
"191","C.argus",2.14285714285714,0.778655800327346
"192","C.argus",2.14285714285714,0.624883287564248
"193","C.argus",2.14285714285714,0.667231212385685
"194","C.argus",2.14285714285714,0.723693024426233
"195","C.argus",2.14285714285714,0.498701382731801
"196","C.argus",2.14285714285714,0.765100723200277
"197","C.argus",2.14285714285714,0.946842611808505
"198","C.argus",2.14285714285714,0.809335957041951
"199","C.argus",7.14285714285714,0.774919056227337
"200","C.argus",7.14285714285714,0.605721659823785
"201","C.argus",7.14285714285714,0.627810167982333
"202","C.argus",7.14285714285714,0.50277207141121
"203","C.argus",7.14285714285714,0.365261552686276
"204","C.argus",7.14285714285714,0.456176629621827
"205","C.argus",7.14285714285714,0.399017583465486
"206","C.argus",7.14285714285714,0.52923480813866
"207","C.argus",7.14285714285714,0.414281914383193
"208","C.argus",7.14285714285714,0.493889335496787
"209","S.chuatsi",-22.9591836734694,0.158212711801102
"210","S.chuatsi",-22.9591836734694,0.144540982967028
"211","S.chuatsi",-22.9591836734694,0.157106078601311
"212","S.chuatsi",-22.9591836734694,0.100523518705219
"213","S.chuatsi",-22.9591836734694,0.0942687639737283
"214","S.chuatsi",-22.9591836734694,0.0835875882391546
"215","S.chuatsi",-22.9591836734694,0.15163029105477
"216","S.chuatsi",-22.9591836734694,0.157392178430774
"217","S.chuatsi",-22.9591836734694,0.0614446756323612
"218","S.chuatsi",-22.9591836734694,0.116972602577009
"219","S.chuatsi",-17.9591836734694,0.514365783558856
"220","S.chuatsi",-17.9591836734694,0.268057333784647
"221","S.chuatsi",-17.9591836734694,0.656238225580797
"222","S.chuatsi",-17.9591836734694,0.324136133281359
"223","S.chuatsi",-17.9591836734694,0.334768618784966
"224","S.chuatsi",-17.9591836734694,0.382809234747212
"225","S.chuatsi",-17.9591836734694,0.251553038673444
"226","S.chuatsi",-17.9591836734694,0.325607388723895
"227","S.chuatsi",-17.9591836734694,0.375328167927842
"228","S.chuatsi",-17.9591836734694,0.576526339897913
"229","S.chuatsi",-12.9591836734694,0.549486585766024
"230","S.chuatsi",-12.9591836734694,0.566915694984672
"231","S.chuatsi",-12.9591836734694,0.49754148749455
"232","S.chuatsi",-12.9591836734694,0.642195372448565
"233","S.chuatsi",-12.9591836734694,0.617993117794539
"234","S.chuatsi",-12.9591836734694,0.588818040334124
"235","S.chuatsi",-12.9591836734694,0.687206693552939
"236","S.chuatsi",-12.9591836734694,0.551575569096994
"237","S.chuatsi",-12.9591836734694,0.584938838320298
"238","S.chuatsi",-12.9591836734694,0.579077242971791
"239","S.chuatsi",-7.95918367346939,0.75626394411797
"240","S.chuatsi",-7.95918367346939,0.606123284268256
"241","S.chuatsi",-7.95918367346939,0.75809562296144
"242","S.chuatsi",-7.95918367346939,0.919225059106379
"243","S.chuatsi",-7.95918367346939,0.605820790284943
"244","S.chuatsi",-7.95918367346939,0.947224236047754
"245","S.chuatsi",-7.95918367346939,0.686002263218719
"246","S.chuatsi",-7.95918367346939,0.879565563769624
"247","S.chuatsi",-7.95918367346939,0.67788695226837
"248","S.chuatsi",-7.95918367346939,0.641151344724375
"249","S.chuatsi",-2.95918367346939,0.713112991752022
"250","S.chuatsi",-2.95918367346939,0.583142874686072
"251","S.chuatsi",-2.95918367346939,0.897440389229625
"252","S.chuatsi",-2.95918367346939,0.974048964476122
"253","S.chuatsi",-2.95918367346939,0.78755857387894
"254","S.chuatsi",-2.95918367346939,0.662353128931155
"255","S.chuatsi",-2.95918367346939,0.834059839943741
"256","S.chuatsi",-2.95918367346939,0.857373887937143
"257","S.chuatsi",-2.95918367346939,0.789508374945587
"258","S.chuatsi",-2.95918367346939,0.850436599717465
"259","S.chuatsi",2.04081632653061,0.869193895205706
"260","S.chuatsi",2.04081632653061,0.620774855859254
"261","S.chuatsi",2.04081632653061,0.851935853604434
"262","S.chuatsi",2.04081632653061,0.670916709817182
"263","S.chuatsi",2.04081632653061,0.803913410719442
"264","S.chuatsi",2.04081632653061,0.891835606498506
"265","S.chuatsi",2.04081632653061,0.998947368421053
"266","S.chuatsi",2.04081632653061,0.870085955720503
"267","S.chuatsi",2.04081632653061,0.772422810177226
"268","S.chuatsi",2.04081632653061,0.817302407774432
"269","S.trutta",-9.86326530612245,0.0463606842791252
"270","S.trutta",-8.06326530612245,0.0805333004023867
"271","S.trutta",-8.06326530612245,0.0990558160136479
"272","S.trutta",-8.06326530612245,0.10856588522821
"273","S.trutta",-8.06326530612245,0.12819415952391
"274","S.trutta",-6.56326530612245,0.170179214370121
"275","S.trutta",-4.16326530612245,0.214036562451464
"276","S.trutta",-4.16326530612245,0.998947368421053
"277","S.trutta",-4.16326530612245,0.279754941256562
"278","S.trutta",-4.16326530612245,0.326260041682389
"279","S.trutta",-0.863265306122447,0.422899580065455
"280","S.trutta",-0.863265306122447,0.490622878560491
"281","S.trutta",-0.863265306122447,0.52550261141909
"282","S.trutta",-0.863265306122447,0.608891227704231
"283","S.trutta",1.33673469387755,0.509168660002249
"284","S.trutta",1.33673469387755,0.621627562534651
"285","S.trutta",1.33673469387755,0.68206942393571
"286","S.trutta",1.33673469387755,0.789287039870413
"287","S.trutta",4.13673469387755,0.827226302288149
"288","S.trutta",5.83673469387755,0.200703271383828
"289","S.trutta",5.83673469387755,0.249413164991161
"290","S.trutta",5.83673469387755,0.279046407701331
"291","S.trutta",5.83673469387755,0.301543512638038
"292","S.trutta",8.03673469387755,0.0561659324562428
"293","P.fulvidraco",-6.12244897959184,0.435521420127414
"294","P.fulvidraco",-6.12244897959184,0.400360401124335
"295","P.fulvidraco",-6.12244897959184,0.535393116814646
"296","P.fulvidraco",-6.12244897959184,0.525121116417173
"297","P.fulvidraco",-6.12244897959184,0.555637416590552
"298","P.fulvidraco",-6.12244897959184,0.586649481668543
"299","P.fulvidraco",-6.12244897959184,0.567654413680882
"300","P.fulvidraco",-6.12244897959184,0.528627221825204
"301","P.fulvidraco",-3.12244897959184,0.43919294365386
"302","P.fulvidraco",-3.12244897959184,0.444878138635706
"303","P.fulvidraco",-3.12244897959184,0.613527645780861
"304","P.fulvidraco",-3.12244897959184,0.593545447927383
"305","P.fulvidraco",-3.12244897959184,0.580508711081793
"306","P.fulvidraco",-3.12244897959184,0.880604072733778
"307","P.fulvidraco",-3.12244897959184,0.811582988444482
"308","P.fulvidraco",-3.12244897959184,0.745126403605628
"309","P.fulvidraco",-0.122448979591837,0.482809245021473
"310","P.fulvidraco",-0.122448979591837,0.477826515167727
"311","P.fulvidraco",-0.122448979591837,0.455444610761744
"312","P.fulvidraco",-0.122448979591837,0.735791041377589
"313","P.fulvidraco",-0.122448979591837,0.71067426841943
"314","P.fulvidraco",-0.122448979591837,0.71670680474121
"315","P.fulvidraco",-0.122448979591837,0.892390570026818
"316","P.fulvidraco",-0.122448979591837,0.998947368421053
"317","P.fulvidraco",-0.122448979591837,0.857817072445157
"318","P.fulvidraco",2.87755102040816,0.465001889958797
"319","P.fulvidraco",2.87755102040816,0.441523162485386
"320","P.fulvidraco",2.87755102040816,0.434543265993659
"321","P.fulvidraco",2.87755102040816,0.5938153971892
"322","P.fulvidraco",2.87755102040816,0.608242821556567
"323","P.fulvidraco",2.87755102040816,0.591112062698582
"324","P.fulvidraco",2.87755102040816,0.745055342813879
"325","P.fulvidraco",2.87755102040816,0.634634691836995
"326","P.fulvidraco",2.87755102040816,0.777890930094781
"327","P.fulvidraco",5.87755102040816,0.453675249313006
"328","P.fulvidraco",5.87755102040816,0.449352386777988
"329","P.fulvidraco",5.87755102040816,0.424174208863949
"330","P.fulvidraco",5.87755102040816,0.577157018988578
"331","P.fulvidraco",5.87755102040816,0.552019012983869
"332","P.fulvidraco",5.87755102040816,0.52404578235548
"333","P.fulvidraco",5.87755102040816,0.701376725614404
"334","P.fulvidraco",5.87755102040816,0.665186680389263
"335","P.fulvidraco",5.87755102040816,0.589750501941141
"336","P.olivaceus",-13.469387755102,0.235589078461261
"337","P.olivaceus",-8.46938775510204,0.409156751018228
"338","P.olivaceus",-3.46938775510204,0.520462507343251
"339","P.olivaceus",1.53061224489796,0.598611595570537
"340","P.olivaceus",6.53061224489796,0.566799030636803
"341","P.olivaceus",-13.469387755102,0.322582228184866
"342","P.olivaceus",-8.46938775510204,0.639264886095682
"343","P.olivaceus",-3.46938775510204,0.800053679144659
"344","P.olivaceus",1.53061224489796,0.836069792913725
"345","P.olivaceus",6.53061224489796,0.752088181859938
"346","P.olivaceus",-13.469387755102,0.177328383556404
"347","P.olivaceus",-8.46938775510204,0.491588925640529
"348","P.olivaceus",-3.46938775510204,0.667777021848723
"349","P.olivaceus",1.53061224489796,0.738310697511507
"350","P.olivaceus",6.53061224489796,0.594482189454322
"351","P.olivaceus",-13.469387755102,0.184234436271912
"352","P.olivaceus",-8.46938775510204,0.68712033406109
"353","P.olivaceus",-3.46938775510204,0.784498463234197
"354","P.olivaceus",1.53061224489796,0.998947368421053
"355","P.olivaceus",6.53061224489796,0.577846238633233
"356","L.calcarifer",-8.93877551020408,0.204923599320883
"357","L.calcarifer",-6.03877551020408,0.494634974533107
"358","L.calcarifer",-3.13877551020408,0.87018675721562
"359","L.calcarifer",-0.238775510204079,0.966757215619695
"360","L.calcarifer",2.66122448979592,0.998947368421053
"361","L.calcarifer",5.66122448979592,0.526825127334465
"362","L.calcarifer",-8.93877551020408,0.151962209487843
"363","L.calcarifer",-6.03877551020408,0.319275002386836
"364","L.calcarifer",-3.13877551020408,0.457062008303654
"365","L.calcarifer",-0.238775510204079,0.703110233155115
"366","L.calcarifer",2.66122448979592,0.683426375166998
"367","L.calcarifer",5.66122448979592,0.345520146370992
